,objid,ps_score,angDist,_RAJ2000,_DEJ2000,Filt1,Filt2,RAJ2000,DEJ2000,ABmag1,mag1,Errmag1,Field1,RA2deg,DE2deg,ABmag2,mag2,Errmag2,Field2,Sep,objID,RAJ2000.1,DEJ2000.1,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch,Ns,Nd,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags
473,158630112678220244,0.98420835,0.401297,11.2677,42.1914,NUVN2,NUVB15,11.2677,42.1914,22.109,20.392,0.185,11,11.2678,42.1914,21.237,19.737,0.197,11,0.49,158630112678220244,11.26783303,42.19134793,0.007,0.006,0,436527104,52,56013.5737963,5,66,18.4983,0.0056,18.5824,0.0057,115000,18.1877,0.0039,18.2685,0.0076,115000,18.0761,0.007,18.1859,0.0078,115000,18.0595,0.009,18.1319,0.0164,115000,18.0196,0.006,18.1169,0.0232,115000
476,158660114484486148,0.796875,0.423938,11.4488,42.2211,FUVCaF2,FUVBaF2,11.4488,42.2211,21.689,19.288,0.081,"9, 11",11.4487,42.2212,22.284,20.078,0.159,9,0.28,158660114484486148,11.44865742,42.22115214,0.071,0.071,90,436363264,52,55964.81211806,5,6,,,,,114720,,,,,114720,21.2353,0.1171,21.1761,0.1905,115000,21.3406,0.0177,,,115000,,,,,114720
486,158640116349454194,0.63681847,0.295629,11.635,42.2029,FUVCaF2,FUVBaF2,11.635,42.2029,22.355,19.954,0.147,9,11.6349,42.2029,22.498,20.292,0.173,9,0.18,158640116349454194,11.6349785,42.20298056,0.118,0.052,0,436527104,52,56004.93030093,3,11,21.1723,0.1531,19.8916,0.0,16892216,21.2876,0.1413,21.2074,0.2789,115000,21.2571,0.0389,21.1393,0.026,115000,,,,,16416,,,,,16416
488,158520116649974233,0.9798333,0.033795,11.665,42.103,FUVCaF2,FUVBaF2,11.665,42.103,22.697,20.296,0.172,9,11.665,42.103,22.789,20.583,0.192,9,0.12,158520116649974233,11.66498814,42.10300327,0.06,0.031,0,436527104,52,55871.55436343,6,23,21.2873,0.054,21.4625,0.1127,115000,21.4193,0.0578,21.8424,0.1756,115000,21.7478,0.0171,22.33,0.075,115000,,,,,16416,,,,,16416
490,158760117994513858,0.99136907,0.293534,11.7994,42.3026,FUVCaF2,FUVBaF2,11.7994,42.3026,22.207,19.806,0.128,9,11.7994,42.3027,22.04,19.834,0.131,9,0.11,158760117994513858,11.79945891,42.30266892,0.015,0.013,0,503635968,60,55965.28986111,5,82,14.3116,0.0023,14.3568,0.0011,115000,14.0445,0.0014,14.0855,0.0019,115000,13.9693,0.0031,14.0116,0.0012,115000,13.9751,0.0043,14.0163,0.0021,115000,13.9489,0.0036,13.9469,0.0059,115000
494,158510116966067585,0.5636369,0.422329,11.6965,42.0973,FUVCaF2,FUVBaF2,11.6965,42.0973,22.729,20.328,0.171,9,11.6965,42.0972,22.75,20.544,0.184,9,0.16,158510116966067585,11.69641905,42.09740077,0.071,0.071,90,1375805440,164,56054.45,8,3,22.17,0.1712,21.8966,0.2217,115000,,,,,114720,,,,,114720,19.7719,0.0853,17.7599,0.043,16892216,,,,,16416
498,158550116566974225,0.9741667,0.077893,11.6567,42.128,FUVCaF2,FUVBaF2,11.6567,42.128,19.807,17.406,0.052,9,11.6567,42.128,19.886,17.68,0.058,9,0.07,158550116566974225,11.65672361,42.12798729,0.009,0.008,90,436527104,52,55942.87157407,5,70,18.8154,0.0065,18.9226,0.0066,115000,19.0404,0.0059,19.1787,0.0144,115000,19.2977,0.0079,19.4763,0.0325,115000,19.5145,0.0245,19.7024,0.0428,115000,19.6603,0.0607,19.7748,0.1495,115000
499,158710115804962990,0.87789583,0.25649,11.5805,42.2602,FUVCaF2,FUVBaF2,11.5805,42.2602,21.074,18.673,0.082,9,11.5805,42.2603,21.244,19.038,0.097,9,0.14,158710115804962990,11.5805118,42.26027071,0.055,0.027,0,436527104,52,55883.09349537,4,44,20.5715,0.0139,20.682,0.0463,115000,20.8634,0.0332,21.0432,0.0533,115000,21.1389,0.0279,21.2408,0.0944,115000,21.0482,0.1704,21.2958,0.0686,115256,,,,,16416
500,158750114821509814,0.9729286,0.328441,11.4823,42.2993,NUVN2,NUVB15,11.4823,42.2993,21.475,19.758,0.143,11,11.4821,42.2993,20.773,19.273,0.155,11,0.46,158750114821509814,11.48217666,42.29930108,0.009,0.004,90,503635968,60,55957.64506944,5,78,18.1103,0.0069,18.1627,0.0063,115000,17.786,0.0034,17.8505,0.0038,115000,17.6538,0.0066,17.7378,0.0049,115000,17.6474,0.0053,17.7137,0.0179,115000,17.6521,0.0166,17.6852,0.0266,115000
504,158680116355071346,0.74535716,0.079943,11.6355,42.2339,FUVCaF2,FUVBaF2,11.6355,42.2339,21.252,18.851,0.089,9,11.6355,42.2339,21.361,19.155,0.103,9,0.11,158680116355071346,11.6355299,42.23389826,0.014,0.01,0,436527104,52,55927.83361111,5,44,20.1128,0.017,20.1302,0.0201,115000,20.3027,0.0217,20.2646,0.0313,115000,20.4365,0.0242,20.2709,0.0642,115000,20.4932,0.0643,20.53,0.0052,115000,20.5145,0.1865,20.5369,0.2812,115000
508,158470116717636367,0.92516667,0.096228,11.6718,42.0631,FUVCaF2,FUVBaF2,11.6718,42.0631,21.506,19.105,0.097,9,11.6718,42.0631,21.489,19.283,0.105,9,0.08,158470116717636367,11.67176906,42.06308633,0.094,0.023,0,436527104,52,55845.00128472,10,34,20.5374,0.017,20.7332,0.0408,115000,20.6331,0.0203,20.871,0.0501,115000,20.9455,0.0661,20.8997,0.0233,115000,20.871,0.1746,,,115000,20.4704,0.1872,20.6082,0.3016,115000
510,158710118803645456,0.9282143,0.335183,11.8803,42.2624,FUVCaF2,FUVBaF2,11.8803,42.2624,22.495,20.094,0.151,9,11.8803,42.2623,22.143,19.937,0.138,9,0.16,158710118803645456,11.88038719,42.26233288,0.096,0.051,0,436527232,52,55945.22914352,5,72,19.7353,0.0132,19.8358,0.0163,115000,19.9042,0.0175,19.9829,0.0262,115000,20.0484,0.0188,20.1178,0.0332,115000,19.6127,0.0459,19.5797,0.1235,16892216,18.8812,0.0471,18.9032,0.1269,16892216
515,158490116975560773,0.937375,0.078547,11.6976,42.0751,FUVCaF2,FUVBaF2,11.6976,42.0751,20.964,18.563,0.078,9,11.6975,42.0751,21.179,18.973,0.095,9,0.06,158490116975560773,11.69758629,42.0751193,0.015,0.005,90,436527104,52,56144.29188657,10,56,19.6194,0.0144,19.7591,0.0431,115000,19.6235,0.0167,19.795,0.0398,115000,19.827,0.0167,20.0323,0.0239,115000,19.9892,0.0533,20.1771,0.0921,115000,20.0632,0.0176,20.0152,0.2596,115000
516,158400117037281081,0.8595833,0.295755,11.7037,42.0003,FUVCaF2,FUVBaF2,11.7037,42.0003,23.34,20.939,0.223,9,11.7037,42.0004,23.043,20.837,0.217,9,0.26,158400117037281081,11.70376773,42.00036493,0.047,0.014,0,436527232,52,55877.04445602,10,62,20.9728,0.0417,21.1673,0.0877,115000,20.2429,0.0403,20.3672,0.0546,115000,20.3104,0.0254,20.3765,0.0541,115000,19.53,0.0815,19.5874,0.0725,115000,19.4912,0.0848,19.4976,0.095,115000
518,158420116676114675,0.5070149,0.683386,11.6678,42.0203,FUVCaF2,FUVBaF2,11.6678,42.0203,23.399,20.998,0.231,9,11.6677,42.0203,23.036,20.83,0.207,9,0.19,158420116676114675,11.66771961,42.02011981,0.025,0.022,90,436527104,52,56192.56353009,10,41,21.599,0.0508,21.0756,0.2059,16892216,21.1513,0.0365,21.0487,0.0779,115000,20.7578,0.0234,20.7735,0.1007,115000,20.4752,0.0715,20.7102,0.1019,115000,20.2533,0.15,20.5886,0.2914,115000
519,158500111234964958,0.6094375,0.45166,11.1234,42.0869,FUVCaF2,NUVN2,11.1234,42.0869,22.16,19.759,0.163,11,11.1236,42.087,21.407,19.907,0.219,11,0.56,158500111234964958,11.1235369,42.08697361,0.111,0.047,0,436527104,52,55855.42597222,8,19,21.4271,0.0432,21.509,0.0797,115000,21.6287,0.0735,21.4815,0.1232,115000,21.6983,0.0942,21.661,0.0557,115000,,,,,114720,,,,,16416
529,158550111640580629,0.6075,0.40724,11.164,42.125,FUVCaF2,FUVSilica,11.164,42.125,22.278,19.877,0.16,11,11.1641,42.125,21.961,23.948,0.204,11,0.22,158550111640580629,11.16412144,42.12493156,0.081,0.036,0,436527104,52,56065.09003472,5,30,21.4442,0.0893,21.7892,0.1815,115000,21.6216,0.0898,21.851,0.1515,115000,21.2994,0.0481,20.9984,0.1146,115000,20.4806,0.1397,20.3491,0.1831,115000,20.0543,0.131,20.0361,0.1957,115000
532,158690109936000605,0.9845833,0.088013,10.9936,42.2416,NUVN2,FUVSilica,10.9936,42.2416,18.126,16.626,0.055,11,10.9936,42.2416,21.698,23.685,0.179,11,0.18,158690109936000605,10.99360158,42.24162442,0.005,0.004,90,503635968,60,56057.95412037,5,63,15.1713,0.0036,15.2202,0.001,115000,14.8485,0.0026,14.905,0.0024,115000,14.7286,0.0031,14.7854,0.0009,115000,14.7227,0.0024,14.7773,0.0031,115000,14.6787,0.0028,14.7243,0.0066,115000
541,158490116435979143,0.7736607,0.281174,11.6436,42.082,FUVCaF2,FUVBaF2,11.6436,42.082,23.029,20.628,0.194,9,11.6437,42.0819,23.164,20.958,0.232,9,0.41,158490116435979143,11.64369701,42.08203027,1.258,0.302,0,436527104,52,56098.23934028,2,9,21.8553,0.0679,22.1098,0.2999,115000,22.0341,0.2415,,,115000,,,,,16416,,,,,16416,,,,,16416
546,158620116225071843,0.7760417,0.176121,11.6226,42.1843,FUVCaF2,FUVBaF2,11.6226,42.1843,22.143,19.742,0.132,9,11.6226,42.1844,22.403,20.197,0.166,9,0.18,158620116225071843,11.622564,42.18434101,0.023,0.021,90,436527104,52,56075.16760417,5,40,20.7223,0.0225,20.9103,0.0601,115000,20.655,0.0293,20.5432,0.0831,115000,20.6381,0.0309,20.767,0.0419,115000,20.6923,0.0397,20.4638,0.1055,115000,,,,,114720
556,158760113182879317,0.5638095,0.268576,11.3183,42.3073,FUVCaF2,NUVB15,11.3183,42.3073,22.808,20.407,0.207,11,11.3183,42.3073,22.301,20.584,0.215,11,0.06,158760113182879317,11.31824905,42.30723561,0.046,0.043,0,436527104,52,56009.44885417,3,16,22.0098,0.101,,,115000,21.8165,0.0874,21.9038,0.1802,115000,21.4929,0.0961,21.341,0.1735,115000,21.2061,0.1741,21.119,0.2943,16696,,,,,16416
557,158650112047445354,0.83914584,0.128968,11.2047,42.2123,NUVN2,FUVSilica,11.2047,42.2123,17.756,16.256,0.049,11,11.2047,42.2123,21.677,23.664,0.178,11,0.25,158650112047445354,11.20474206,42.21228231,0.009,0.004,0,503635968,60,56015.22435185,5,71,14.6123,0.0024,14.6581,0.0018,115000,14.2805,0.0018,14.321,0.0015,115000,14.169,0.0017,14.2019,0.0011,115000,14.1663,0.0078,14.1983,0.0042,115000,14.1267,0.0033,14.121,0.0021,115000
563,158650115883710891,0.69870836,0.295876,11.5884,42.2086,FUVCaF2,FUVBaF2,11.5884,42.2086,22.244,19.843,0.135,9,11.5884,42.2086,22.632,20.426,0.187,9,0.17,158650115883710891,11.58841279,42.20851836,0.035,0.022,0,436527104,52,55954.90780093,5,34,21.2316,0.0353,21.3023,0.059,115000,21.1868,0.0272,21.1621,0.0699,115000,21.2525,0.0283,21.647,0.1195,115000,21.2853,0.1427,21.7304,0.3182,115000,20.5156,0.1878,,,115000
573,158640115883357494,0.97979164,0.095634,11.5884,42.2057,FUVCaF2,FUVBaF2,11.5884,42.2057,20.674,18.273,0.069,9,11.5884,42.2057,20.892,18.686,0.084,9,0.07,158640115883357494,11.58836664,42.20570975,0.009,0.004,90,436527104,52,56047.10759259,5,70,18.1515,0.0068,18.2412,0.0099,115000,18.233,0.005,18.3294,0.0092,115000,18.3428,0.0055,18.4666,0.0089,115000,18.4562,0.0123,18.6082,0.027,115000,18.5318,0.0184,18.6557,0.041,115000
574,158630112250064710,0.58831847,0.321417,11.2249,42.1951,FUVCaF2,FUVSilica,11.2249,42.1951,22.118,19.717,0.154,11,11.225,42.1951,21.492,23.479,0.163,11,0.19,158630112250064710,11.22497172,42.19502825,0.072,0.046,0,436527104,52,55804.31369213,2,18,21.5082,0.028,21.7011,0.0597,115000,21.854,0.0612,21.8733,0.0645,115000,,,,,16416,,,,,16416,,,,,16416
580,158800119709640621,0.596,0.081676,11.9709,42.3333,FUVCaF2,FUVBaF2,11.9709,42.3333,21.374,18.973,0.091,9,11.9709,42.3333,21.627,19.421,0.114,9,0.02,158800119709640621,11.97092966,42.33329417,0.049,0.031,0,436527104,52,55750.93472222,2,17,21.2316,0.0338,21.0238,0.114,16892216,21.3563,0.0488,20.7771,0.0392,16892216,21.7323,0.1374,,,16952,,,,,16416,,,,,16416
581,158660117965365585,0.8128611,0.13764,11.7965,42.2208,FUVCaF2,FUVBaF2,11.7965,42.2208,21.7,19.299,0.105,9,11.7965,42.2208,21.776,19.57,0.117,9,0.16,158660117965365585,11.7965362,42.22077274,0.015,0.005,90,436527104,52,55983.93892361,5,57,19.6215,0.0107,19.6858,0.0272,115000,19.7613,0.0152,19.8445,0.0344,115000,19.944,0.0126,20.046,0.0274,115000,20.1536,0.0162,20.4194,0.1731,115000,20.0391,0.1348,,,115000
585,158520108459470759,0.65241665,0.435803,10.8459,42.0999,FUVCaF2,FUVSilica,10.8459,42.0999,21.968,19.567,0.137,10,10.8458,42.1,21.786,23.773,0.193,10,0.24,158520108459470759,10.8458702,42.10001902,0.108,0.05,0,436527104,52,56129.09166667,5,44,20.939,0.0698,21.0918,0.0762,115000,20.4152,0.0243,20.524,0.0464,115000,20.0386,0.0351,20.0987,0.0342,115000,19.9098,0.0433,19.917,0.0644,115000,19.6139,0.0942,19.471,0.1368,115000
588,158550117104138249,0.9614583,0.078409,11.7105,42.1313,FUVCaF2,FUVBaF2,11.7105,42.1313,21.468,19.067,0.096,9,11.7105,42.1313,21.567,19.361,0.109,9,0.09,158550117104138249,11.710473,42.13130857,0.023,0.021,0,436527104,52,55999.3871875,5,51,20.5189,0.0149,20.7154,0.0548,115000,20.6977,0.0176,20.9101,0.0276,115000,20.9229,0.0275,21.2199,0.0424,115000,21.1994,0.1053,,,115000,,,,,114720
590,158580116545694735,0.96875,0.510113,11.6547,42.1533,FUVCaF2,FUVBaF2,11.6547,42.1533,21.184,18.783,0.088,9,11.6546,42.1533,21.43,19.224,0.11,9,0.32,158580116545694735,11.65457641,42.15340809,0.016,0.005,90,444915712,53,56075.03009259,5,72,19.8108,0.0275,19.3725,0.019,16892216,19.2227,0.0178,18.865,0.0212,16892216,18.8118,0.0094,18.6168,0.0153,16892216,18.5916,0.0132,18.5539,0.0361,16892216,18.4342,0.0176,18.3792,0.0483,115000
591,158700115980317081,0.68170834,0.319591,11.598,42.2554,FUVCaF2,FUVBaF2,11.598,42.2554,23.246,20.845,0.221,9,11.5981,42.2553,23.065,20.859,0.222,9,0.36,158700115980317081,11.59810572,42.25535807,0.044,0.031,0,436527104,52,55797.95201389,3,28,21.3417,0.043,21.4504,0.0629,115000,21.4814,0.0415,21.5736,0.0895,115000,21.6129,0.0731,21.5488,0.201,115000,,,,,16416,,,,,16416
593,158790119404048293,0.9499583,0.236814,11.9403,42.3314,FUVCaF2,FUVBaF2,11.9403,42.3314,20.508,18.107,0.065,9,11.9404,42.3314,20.558,18.352,0.072,9,0.19,158790119404048293,11.94038155,42.33137368,0.026,0.016,90,436527104,52,55860.14521991,4,46,20.4682,0.0169,20.5344,0.0361,115000,20.7508,0.0363,20.8474,0.061,115000,20.9072,0.0461,20.9015,0.0696,115000,21.0255,0.162,21.1306,0.2929,115000,,,,,16416
594,158570109446180757,0.7305833,0.204932,10.9447,42.1417,FUVCaF2,FUVSilica,10.9447,42.1417,21.091,18.69,0.095,10,10.9448,42.1417,20.906,22.893,0.131,10,0.12,158570109446180757,10.94464563,42.14174019,0.019,0.013,0,436527104,52,55993.04967593,5,49,20.4455,0.0259,20.545,0.0308,115000,20.6488,0.027,20.7143,0.0549,115000,20.8095,0.0365,20.6638,0.0334,115000,20.8317,0.0351,20.603,0.0638,115000,,,,,114720
597,158690116946494448,0.59894645,0.220186,11.6946,42.2448,FUVCaF2,FUVBaF2,11.6946,42.2448,21.113,18.712,0.083,9,11.6947,42.2448,21.162,18.956,0.092,9,0.13,158690116946494448,11.69466885,42.24483381,0.02,0.014,0,436527104,52,55902.23319444,8,41,20.8107,0.0264,20.9199,0.0667,115000,20.9042,0.0315,20.8636,0.1037,115000,21.143,0.0151,21.1366,0.0929,115000,21.2943,0.0627,,,115000,,,,,16416
598,158490116934123853,0.535378,0.188449,11.6935,42.0777,FUVCaF2,FUVBaF2,11.6935,42.0777,22.738,20.337,0.168,9,11.6934,42.0776,23.0,20.794,0.211,9,0.15,158490116934123853,11.69346406,42.07765496,0.196,0.099,0,436527104,52,55807.51145833,4,10,21.8561,0.0538,21.7535,0.114,115000,22.0266,0.0958,,,115000,,,,,16416,,,,,16416,,,,,16416
607,158720118670328995,0.57936114,0.241621,11.867,42.2736,FUVCaF2,FUVBaF2,11.867,42.2736,22.784,20.383,0.175,9,11.867,42.2736,22.59,20.384,0.171,9,0.03,158720118670328995,11.86702961,42.27353656,0.062,0.062,90,436363264,52,55807.5284838,2,6,21.9668,0.0767,21.8018,0.1336,115000,,,,,114720,,,,,16416,,,,,16416,,,,,16416
608,158580117301762092,0.83561903,0.050259,11.7302,42.1512,FUVCaF2,FUVBaF2,11.7302,42.1512,22.127,19.726,0.136,9,11.7302,42.1512,22.395,20.189,0.175,9,0.21,158580117301762092,11.73021353,42.15120971,0.023,0.015,0,436527104,52,55958.25564815,5,35,20.4934,0.0181,20.4867,0.0514,115000,20.6652,0.026,20.7795,0.0655,115000,20.866,0.021,21.057,0.0358,115000,20.8863,0.118,20.3999,0.2569,115000,,,,,114720
609,158690115836791464,0.9825,0.113103,11.5837,42.2423,FUVCaF2,FUVBaF2,11.5837,42.2423,21.418,19.017,0.094,9,11.5837,42.2423,21.838,19.632,0.125,9,0.15,158690115836791464,11.58371384,42.2423297,0.024,0.017,0,436527104,52,55931.83738426,5,51,20.8889,0.0185,20.9856,0.0549,115000,20.8186,0.0136,20.8632,0.0577,115000,20.7464,0.0198,20.8453,0.0532,115000,20.659,0.1255,20.711,0.2028,115000,20.4904,0.4024,,,115000
610,158790113493629592,0.995,0.344083,11.3493,42.3324,NUVN2,NUVB15,11.3493,42.3324,21.877,20.16,0.173,11,11.3494,42.3325,20.153,18.653,0.119,11,0.41,158790113493629592,11.3493938,42.33246578,0.008,0.004,0,503635968,60,56023.30023148,5,84,16.4413,0.003,16.5016,0.0018,115000,16.0214,0.0026,16.0738,0.0018,115000,15.8701,0.0018,15.9236,0.0025,115000,15.8303,0.0035,15.8831,0.0031,115000,15.79,0.0046,15.8626,0.0073,115000
611,158540111671032774,0.67375,0.135639,11.1671,42.1184,FUVCaF2,FUVSilica,11.1671,42.1184,21.955,19.554,0.139,11,11.1671,42.1184,21.843,23.83,0.194,11,0.24,158540111671032774,11.16711754,42.11843536,0.055,0.039,0,436527104,52,55924.17171296,3,21,21.1759,0.0225,21.2136,0.0499,115000,21.3957,0.0253,21.2481,0.088,115000,21.3781,0.0497,20.931,0.091,16892216,,,,,16416,,,,,16416
614,158610115118193051,0.9057441,0.114803,11.5119,42.177,FUVCaF2,FUVBaF2,11.5119,42.177,21.676,19.275,0.104,9,11.5118,42.1769,22.221,20.015,0.152,9,0.09,158610115118193051,11.51188113,42.17697134,0.055,0.023,0,436527104,52,55922.90232639,5,26,21.1701,0.0353,21.3715,0.0518,115000,21.3681,0.088,21.4925,0.2098,115000,21.478,0.082,21.4189,0.2319,115000,,,,,114720,,,,,114720
615,158620116640547533,0.922375,0.934476,11.6638,42.1892,FUVCaF2,FUVBaF2,11.6638,42.1892,22.065,19.664,0.127,9,11.6639,42.1892,22.234,20.028,0.153,9,0.16,158620116640547533,11.66411021,42.18907937,0.008,0.007,90,436527104,52,56114.66333333,10,80,18.9304,0.0134,18.9486,0.0155,115000,18.8124,0.0098,18.8103,0.0143,115000,18.8261,0.0085,18.8861,0.0136,115000,18.8203,0.0086,18.9338,0.0217,115000,18.8348,0.0205,18.9855,0.0429,115000
623,158730109213605355,0.98839283,0.729857,10.9213,42.2791,NUVN2,NUVB15,10.9213,42.2791,21.027,19.31,0.123,11,10.9213,42.279,19.805,18.305,0.103,11,0.44,158730109213605355,10.9213558,42.27890151,0.008,0.002,90,503635968,60,56041.14208333,5,55,16.7442,0.0029,16.792,0.0033,115000,16.3895,0.0032,16.4527,0.0052,115000,16.2624,0.0076,16.3066,0.0032,115000,16.2482,0.0018,16.3067,0.0035,115000,16.1992,0.0047,16.2515,0.0098,115000
625,158500116924371016,0.5476964,0.232855,11.6925,42.0837,FUVCaF2,FUVBaF2,11.6925,42.0837,21.261,18.86,0.09,9,11.6924,42.0837,21.226,19.02,0.095,9,0.15,158500116924371016,11.69246935,42.08363945,0.037,0.01,90,436527232,52,55984.04068287,10,50,20.2865,0.0268,20.3238,0.0322,115000,20.4778,0.0186,20.5869,0.0519,115000,20.7195,0.0172,20.6441,0.0321,115000,20.5669,0.1188,20.9297,0.1428,16892216,,,,,114720
633,158510117036564103,0.9685595,0.0777,11.7037,42.0945,FUVCaF2,FUVBaF2,11.7037,42.0945,22.54,20.139,0.153,9,11.7036,42.0945,22.625,20.419,0.177,9,0.34,158510117036564103,11.70371464,42.09451865,0.008,0.006,0,436527104,52,56044.83994213,7,74,19.141,0.0091,19.218,0.01,115000,19.1392,0.0077,19.2284,0.0118,115000,19.2292,0.0086,19.3051,0.0189,115000,19.2724,0.0285,19.2829,0.0197,115000,19.3226,0.0198,19.4823,0.0321,115000
635,158730116763330619,0.55957144,0.230964,11.6764,42.275,FUVCaF2,FUVBaF2,11.6764,42.275,21.108,18.707,0.083,9,11.6763,42.275,21.143,18.937,0.092,9,0.09,158730116763330619,11.67633435,42.27495809,0.05,0.023,0,436527104,52,55903.8103588,6,28,20.9372,0.0253,21.0369,0.0763,115000,21.2135,0.0261,21.0006,0.0799,115000,21.3632,0.0947,21.1125,0.1495,115000,,,,,16416,,,,,16416
636,158670109367820121,0.96861905,0.211765,10.9368,42.2246,NUVN2,NUVB15,10.9368,42.2246,20.807,19.09,0.111,11,10.9367,42.2246,19.472,17.972,0.09,11,0.33,158670109367820121,10.93679118,42.22454154,0.004,0.003,90,503635968,60,55989.97457176,5,63,16.7274,0.0065,16.7822,0.003,115000,16.4161,0.0029,16.482,0.0029,115000,16.2863,0.0023,16.3521,0.0032,115000,16.2508,0.0031,16.3276,0.007,115000,16.1965,0.0093,16.2931,0.0098,115000
637,158510111211083550,0.8473333,0.329774,11.121,42.0941,FUVCaF2,NUVN2,11.121,42.0941,21.866,19.465,0.131,11,11.1211,42.094,21.264,19.764,0.196,11,0.36,158510111211083550,11.12109212,42.09403902,0.023,0.013,0,436527104,52,56056.67936343,10,56,21.0806,0.0503,21.0695,0.0991,115000,21.2258,0.0351,21.0841,0.041,115000,20.7597,0.0193,20.8055,0.0556,115000,19.9246,0.0392,20.0326,0.0486,115000,19.5856,0.0628,19.646,0.0668,115000
640,158600116146892843,0.7707976,0.093811,11.6147,42.1685,FUVCaF2,FUVBaF2,11.6147,42.1685,22.311,19.91,0.138,9,11.6146,42.1685,22.882,20.676,0.207,9,0.24,158600116146892843,11.6147245,42.16848131,0.052,0.027,90,436527104,52,56132.13671296,3,32,21.0177,0.0265,21.0622,0.0807,115000,21.1234,0.0136,21.1943,0.0499,115000,21.2824,0.0523,21.2803,0.0404,115000,20.714,0.1736,,,16696,,,,,16416
644,158400117303337618,0.96445835,0.224185,11.7303,42.0058,FUVCaF2,FUVBaF2,11.7303,42.0058,22.554,20.153,0.157,9,11.7304,42.0059,22.396,20.19,0.161,9,0.35,158400117303337618,11.73037102,42.00583306,0.019,0.009,90,436527104,52,56066.6981713,10,68,19.274,0.0074,19.3056,0.0261,115000,19.3432,0.0078,19.4183,0.0147,115000,19.4401,0.0046,19.5461,0.0174,115000,19.461,0.0168,19.5345,0.0507,115000,19.5151,0.0322,19.5801,0.0622,115000
645,158530113774406283,0.9841667,0.287567,11.3774,42.113,NUVN2,NUVB15,11.3774,42.113,21.247,19.53,0.133,11,11.3775,42.113,18.494,16.994,0.062,11,0.34,158530113774406283,11.37749279,42.11304053,0.048,0.021,90,503635968,60,55899.00608796,5,58,14.3011,0.0046,14.3563,0.0017,115000,13.8047,0.001,13.8497,0.0003,115000,13.6282,0.001,13.6996,0.001,16892472,13.6027,0.0045,13.6701,0.0029,115000,13.5773,0.0069,13.5846,0.0037,115000
647,158590116572743822,0.8166071,0.168667,11.6573,42.161,FUVCaF2,FUVBaF2,11.6573,42.161,22.149,19.748,0.135,9,11.6572,42.1611,21.999,19.793,0.135,9,0.29,158590116572743822,11.65725186,42.16096964,0.015,0.006,90,436527104,52,56121.07782407,5,65,19.2803,0.0082,19.372,0.0161,115000,19.3536,0.0175,19.4754,0.0182,115000,19.5005,0.0088,19.6372,0.0174,115000,19.5645,0.0271,19.6242,0.0294,115000,19.5528,0.0624,19.4823,0.091,115000
648,158640116480659701,0.75233334,0.204682,11.6481,42.2076,FUVCaF2,FUVBaF2,11.6481,42.2076,21.174,18.773,0.088,9,11.6481,42.2076,21.661,19.455,0.125,9,0.15,158640116480659701,11.64811032,42.20754366,0.024,0.015,0,436527104,52,56052.21476852,5,34,20.4893,0.0147,20.5558,0.0357,115000,20.6266,0.0772,20.4813,0.1496,16892216,20.7336,0.0369,20.4609,0.0775,16892216,20.5814,0.2744,20.386,0.3227,16892216,20.0727,0.0433,19.7745,0.3045,115000
649,158740113471532866,0.9907262,0.510909,11.347,42.2852,NUVN2,NUVB15,11.347,42.2852,20.833,19.116,0.111,11,11.3472,42.2852,19.187,17.687,0.08,11,0.47,158740113471532866,11.34719179,42.28519699,0.007,0.006,90,503635968,60,55959.88490741,5,69,15.8257,0.0015,15.8747,0.0038,115000,15.4766,0.0021,15.5215,0.0019,115000,15.3569,0.0017,15.4038,0.0023,115000,15.3492,0.0058,15.4062,0.0037,115000,15.31,0.006,15.3787,0.0061,115000
656,158650116063398754,0.776494,0.174377,11.6064,42.2151,FUVCaF2,FUVBaF2,11.6064,42.2151,21.798,19.397,0.11,9,11.6063,42.2151,21.947,19.741,0.13,9,0.26,158650116063398754,11.60635003,42.21506875,0.035,0.022,0,436527104,52,55856.55332176,4,30,21.2124,0.0549,21.3922,0.0537,115000,21.2808,0.0442,21.5496,0.0463,115000,21.4805,0.0374,21.9748,0.0415,115000,21.5416,0.1792,,,115000,,,,,16416
658,158630116475574287,0.6831964,0.206944,11.6475,42.1947,FUVCaF2,FUVBaF2,11.6475,42.1947,20.999,18.598,0.087,9,11.6475,42.1948,20.871,18.665,0.088,9,0.14,158630116475574287,11.64757165,42.19472206,0.053,0.024,90,444915712,53,56045.36505787,5,48,19.8465,0.0476,19.349,0.1107,16892216,19.4676,0.0183,16.8208,0.2014,16892216,20.1279,0.0145,19.6638,0.0499,16892216,20.1642,0.0579,20.0227,0.0998,16892216,19.9257,0.0266,,,115000
