objid,raStack,decStack,gPSFMag,gPSFMagErr,rPSFMag,rPSFMagErr,iPSFMag,iPSFMagErr,zPSFMag,zPSFMagErr,yPSFMag,yPSFMagErr,ps_score
122301328034632088,132.80339588,11.91799176,22.9444007873535,0.107031002640724,21.757999420166,0.0341739989817142,20.923999786377,0.0309980008751154,20.7101001739502,0.0489009991288185,20.3521995544434,0.0873889997601509,0.148124992847443
122301328328967020,132.83292313,11.92211908,24.0886993408203,0.348376989364624,23.1261005401611,0.121905997395515,21.6161994934082,0.0499220006167889,20.8360004425049,0.0494810007512569,20.5128002166748,0.0996619984507561,0.723321437835693
122301328415716451,132.84157877,11.92163615,19.6296997070313,0.0075909998267889,18.4130001068115,0.00276799988932908,17.5753002166748,0.00219699996523559,17.190299987793,0.00282100006006658,17.0149993896484,0.00488399993628263,1
122301328430143178,132.84303733,11.91888228,24.4405002593994,0.471192985773087,22.8449001312256,0.0928070023655891,21.8230991363525,0.0682199969887733,21.1732006072998,0.070363000035286,20.9834003448486,0.137107998132706,0.337321430444717
122301328610798829,132.86107569,11.92363126,21.192699432373,0.0246290005743504,20.6735000610352,0.0150730004534125,20.4304008483887,0.021696999669075,20.4918003082275,0.0346329994499683,20.3278999328613,0.0776389986276627,0.776458323001862
122301328629238593,132.86295137,11.92342559,22.9249000549316,0.108153000473976,21.7917995452881,0.0409849993884563,21.1853008270264,0.0498350001871586,20.5893993377686,0.0392169989645481,20.8381004333496,0.120461001992226,0.00437500001862645
122301328698064773,132.8698108,11.92024032,20.5571994781494,0.0206719990819693,19.3222007751465,0.00636200001463294,18.3738994598389,0.00423299986869097,17.9260997772217,0.00549500016495585,17.672700881958,0.012087999843061,0.941458344459534
122301328774868167,132.87748463,11.92306602,20.1534996032715,0.0147439995780587,19.0403003692627,0.00607099989429116,18.0387001037598,0.00298599991947412,17.6923007965088,0.00399200012907386,17.4367008209229,0.00739500019699335,0.998809516429901
122301328835763359,132.88358538,11.91905322,14.0129995346069,0.000441999989561737,13.5984001159668,0.000288999988697469,13.6073999404907,0.000375000003259629,13.4120998382568,0.000369999994290993,13.4351997375488,0.000691000022925437,0.999166667461395
122301328867209905,132.88669909,11.92453511,22.7388000488281,0.101931996643543,21.6786003112793,0.0356200002133846,21.5986003875732,0.0540710017085075,21.1657009124756,0.0581119991838932,21.278600692749,0.207660004496574,0.0844107121229172
122301328959345589,132.89594955,11.92091725,19.4743995666504,0.00709199998527765,18.2278003692627,0.00239100004546344,17.4706993103027,0.00218600011430681,17.2126998901367,0.00327600003220141,16.9347991943359,0.00503600016236305,0.977833330631256
122301328991182340,132.89912751,11.91824152,23.3717002868652,0.173594996333122,22.0834999084473,0.0520289987325668,20.800199508667,0.0277789998799562,20.2094993591309,0.0250400006771088,19.9421005249023,0.0500489994883537,0.0108333304524422
122301329103094153,132.91029116,11.91972577,21.7360992431641,0.0414980016648769,20.8808994293213,0.0172460004687309,19.6035003662109,0.00930100027471781,19.0077991485596,0.0106899999082088,18.5986995697021,0.0160360001027584,0.983041644096375
122301329121044273,132.91210509,11.91981945,22.815299987793,0.117836996912956,21.9071998596191,0.0419009998440742,21.5848007202148,0.0540510006248951,21.4664993286133,0.0962710008025169,21.5088005065918,0.251933991909027,0.0403472185134888
122301329215528877,132.92161841,11.92367865,22.0848999023438,0.0544890016317368,21.0181999206543,0.0182610005140305,20.3006000518799,0.0146920001134276,19.8721008300781,0.0245849993079901,19.6844005584717,0.0382350012660027,0.494723200798035
122301329395278833,132.93950082,11.92361703,23.9137992858887,0.317070007324219,22.605899810791,0.0772399976849556,21.7597007751465,0.0607989989221096,21.2383995056152,0.0954549983143806,21.0144996643066,0.142638996243477,0.152529761195183
122301329399303551,132.93999876,11.91930635,22.2203006744385,0.06301199644804,20.8983993530273,0.0178270004689693,19.543399810791,0.009014000184834,18.9752998352051,0.0113120004534721,18.6697998046875,0.0174199994653463,0.987458348274231
122301329408647850,132.94087085,11.92277697,21.6669998168945,0.0419059991836548,20.8089008331299,0.0157789997756481,20.7080001831055,0.0255459994077683,20.5412998199463,0.0476469993591309,20.4379997253418,0.0798910036683083,0.0537083297967911
122301329433042790,132.94330015,11.9186345,20.296199798584,0.0127149997279048,19.5695991516113,0.00596000021323562,19.2628993988037,0.00708900019526482,19.1459007263184,0.0115440003573895,19.1352005004883,0.0254839994013309,0
122301329461406543,132.94606466,11.92169673,23.082799911499,0.160958006978035,22.1594009399414,0.0568910017609596,21.8649005889893,0.0699300020933151,21.6828994750977,0.119012996554375,21.9160003662109,0.304001003503799,0.0177083294838667
122301329492656557,132.94928032,11.92172613,19.3458995819092,0.00988900009542704,19.0554008483887,0.0041720001026988,18.7761001586914,0.00551000004634261,18.7607002258301,0.00964399985969067,18.7196998596191,0.0192389991134405,0.998333334922791
122301329510686300,132.95100882,11.92150806,22.906400680542,0.142370000481606,22.1658992767334,0.0545560009777546,21.7787990570068,0.0706690028309822,22.0317001342773,0.182257995009422,22.3936996459961,0.554475009441376,0.116666667163372
122301329517701388,132.95178857,11.91740892,22.8936996459961,0.119084998965263,21.5832004547119,0.0339520014822483,20.9039001464844,0.0430670008063316,20.3715000152588,0.035741999745369,20.1858005523682,0.0848549976944923,0.182979166507721
122301329547945533,132.95486421,11.92088168,23.2147006988525,0.15753099322319,23.2166996002197,0.149758994579315,21.1707000732422,0.0480890013277531,20.5065994262695,0.0393709987401962,20.3024005889893,0.079925999045372,0.835291683673859
122301329580188423,132.95804037,11.92333721,25.5615005493164,1.55156004428864,21.8442993164063,0.0396060012280941,21.0361003875732,0.0302280001342297,20.8344993591309,0.0514229983091354,20.7031002044678,0.0989549979567528,0.00604167021811008
122301329584226626,132.95842287,11.9217821,18.6653995513916,0.00429800013080239,18.1046009063721,0.00219099991954863,17.9643001556396,0.00293800001963973,17.8677005767822,0.004313999786973,17.9025993347168,0.00982000026851892,0.997916638851166
122311327112120974,132.7112102,11.92540577,16.4937000274658,0.00124899996444583,15.8102998733521,0.000503999995999038,15.512900352478,0.000635000003967434,15.4982004165649,0.0010039999615401,15.395299911499,0.00162100000306964,0.997500002384186
122311327318948536,132.73188868,11.93170268,18.4834003448486,0.00321300001814961,17.3490009307861,0.00134800001978874,16.6977005004883,0.00132100004702806,16.5060005187988,0.00165500002913177,16.3990993499756,0.00322999991476536,0.998749971389771
122311327466545383,132.7466411,11.9291006,24.2982006072998,0.378511011600494,22.5951995849609,0.0714159980416298,21.6322994232178,0.0552490018308163,21.590799331665,0.0910530015826225,21.109899520874,0.166918992996216,0.602333307266235
122311327673274620,132.76733236,11.92844745,21.5860996246338,0.0378209985792637,20.5932006835938,0.0180290006101131,19.7856998443604,0.0127149997279048,19.6128997802734,0.0188900008797646,19.5102005004883,0.0369470007717609,0.941208362579346
122311327697160422,132.76952442,11.92488565,22.6966991424561,0.0906200036406517,21.6842002868652,0.0350360013544559,21.0559997558594,0.0354249998927116,20.9360008239746,0.0568090006709099,20.732400894165,0.13238100707531,0
122311327819367708,132.78196591,11.93102906,22.3297004699707,0.070762000977993,21.3332996368408,0.0274640005081892,21.153600692749,0.0483440011739731,21.082799911499,0.074024997651577,21.0440998077393,0.148324996232986,0.218220233917236
122311327822133546,132.782182,11.92744361,24.5280990600586,0.478296011686325,22.8087005615234,0.163681000471115,21.2609996795654,0.0484599992632866,21.0870990753174,0.0627159997820854,21.0093002319336,0.142167001962662,0.107541672885418
122311327842492460,132.78424056,11.92664519,16.0450000762939,0.000949000008404255,15.4904003143311,0.000592000025790185,15.0648002624512,0.000684999977238476,15.1483001708984,0.000819000008050352,15.1036996841431,0.00141599995549768,1
122311327913572115,132.79137266,11.92632158,23.9165992736816,0.247933000326157,22.3416996002197,0.0634920001029968,21.2565002441406,0.0381570011377335,20.8341999053955,0.0484180003404617,20.5475006103516,0.0921370014548302,0.903124988079071
